//Vitesse d'echantillonage ms : 10
Tension (0-255) de 12V;Pos Encodeur A ;Pos encodeur B
80; 18436; 18436
80; 18445; 18444
80; 18453; 18453
80; 18461; 18461
80; 18470; 18470
80; 18478; 18478
80; 18487; 18486
80; 18495; 18495
80; 18503; 18503
80; 18512; 18512
80; 18520; 18520
80; 18529; 18528
80; 18537; 18537
80; 18545; 18545
80; 18554; 18554
80; 18562; 18562
80; 18571; 18570
80; 18579; 18579
80; 18587; 18587
80; 18596; 18596
80; 18604; 18604
80; 18613; 18612
80; 18621; 18621
80; 18629; 18629
80; 18638; 18638
80; 18646; 18646
80; 18655; 18654
80; 18663; 18663
80; 18671; 18671
80; 18680; 18679
80; 18688; 18688
80; 18697; 18696
80; 18705; 18705
80; 18713; 18713
80; 18722; 18721
80; 18730; 18730
80; 18738; 18738
80; 18747; 18747
80; 18755; 18755
80; 18764; 18764
80; 18772; 18772
80; 18781; 18780
80; 18789; 18789
80; 18797; 18797
80; 18806; 18805
80; 18814; 18814
80; 18822; 18822
80; 18831; 18831
80; 18839; 18839
80; 18848; 18847
80; 18856; 18856
80; 18864; 18864
80; 18873; 18873
80; 18881; 18881
80; 18890; 18889
80; 18898; 18898
80; 18906; 18906
80; 18915; 18915
80; 18923; 18923
80; 18932; 18931
80; 18940; 18940
80; 18948; 18948
80; 18957; 18956
80; 18965; 18965
80; 18974; 18973
80; 18982; 18982
80; 18990; 18990
80; 18999; 18998
80; 19007; 19007
80; 19015; 19015
80; 19024; 19024
80; 19032; 19032
80; 19041; 19040
80; 19049; 19049
80; 19057; 19057
80; 19066; 19066
80; 19074; 19074
80; 19083; 19082
80; 19091; 19091
80; 19099; 19099
80; 19108; 19108
80; 19116; 19116
80; 19125; 19124
80; 19133; 19133
80; 19141; 19141
80; 19150; 19150
80; 19158; 19158
80; 19167; 19166
80; 19175; 19175
80; 19183; 19183
80; 19192; 19192
80; 19200; 19200
80; 19209; 19208
80; 19217; 19217
80; 19225; 19225
80; 19234; 19234
80; 19242; 19242
80; 19251; 19250
80; 19259; 19259
80; 19267; 19267
80; 19276; 19276
80; 19284; 19284
80; 19293; 19292
80; 19301; 19301
80; 19309; 19309
80; 19318; 19317
80; 19326; 19326
80; 19335; 19334
80; 19343; 19343
80; 19351; 19351
80; 19360; 19359
80; 19368; 19368
80; 19376; 19376
80; 19385; 19385
80; 19393; 19393
80; 19402; 19402
80; 19410; 19410
80; 19419; 19418
80; 19427; 19427
80; 19435; 19435
80; 19444; 19443
80; 19452; 19452
80; 19460; 19460
80; 19469; 19469
80; 19477; 19477
80; 19486; 19485
80; 19494; 19494
80; 19502; 19502
80; 19511; 19511
80; 19519; 19519
80; 19528; 19527
80; 19536; 19536
80; 19544; 19544
80; 19553; 19553
80; 19561; 19561
80; 19570; 19569
80; 19578; 19578
80; 19586; 19586
80; 19595; 19595
80; 19603; 19603
80; 19612; 19611
80; 19620; 19620
80; 19628; 19628
80; 19637; 19637
80; 19645; 19645
80; 19654; 19653
80; 19662; 19662
80; 19670; 19670
80; 19679; 19679
80; 19687; 19687
80; 19696; 19695
80; 19704; 19704
80; 19712; 19712
80; 19721; 19720
80; 19729; 19729
80; 19737; 19737
80; 19746; 19746
80; 19754; 19754
80; 19763; 19762
80; 19771; 19771
80; 19780; 19779
80; 19788; 19788
80; 19796; 19796
80; 19805; 19804
80; 19813; 19813
80; 19821; 19821
80; 19830; 19830
80; 19838; 19838
80; 19847; 19846
80; 19855; 19855
80; 19863; 19863
80; 19872; 19872
80; 19880; 19880
80; 19889; 19888
80; 19897; 19897
80; 19905; 19905
80; 19914; 19914
80; 19922; 19922
80; 19931; 19930
80; 19939; 19939
80; 19947; 19947
80; 19956; 19955
80; 19964; 19964
80; 19973; 19972
80; 19981; 19981
80; 19989; 19989
80; 19998; 19997
110; 20006; 20006
110; 20015; 20014
110; 20024; 20023
110; 20033; 20032
110; 20042; 20042
110; 20052; 20051
110; 20061; 20061
110; 20071; 20071
110; 20081; 20081
110; 20091; 20091
110; 20102; 20101
110; 20112; 20112
110; 20122; 20122
110; 20133; 20133
110; 20144; 20143
110; 20154; 20154
110; 20165; 20165
110; 20176; 20176
110; 20187; 20187
110; 20198; 20198
110; 20209; 20209
110; 20220; 20220
110; 20231; 20231
110; 20242; 20242
110; 20253; 20253
110; 20264; 20264
110; 20275; 20275
110; 20287; 20286
110; 20298; 20298
110; 20309; 20309
110; 20320; 20320
110; 20331; 20331
110; 20343; 20342
110; 20354; 20354
110; 20365; 20365
110; 20376; 20376
110; 20388; 20388
110; 20399; 20399
110; 20410; 20410
110; 20422; 20421
110; 20433; 20433
110; 20444; 20444
110; 20455; 20455
110; 20467; 20466
110; 20478; 20478
110; 20489; 20489
110; 20501; 20500
110; 20512; 20512
110; 20523; 20523
110; 20534; 20534
110; 20546; 20546
110; 20557; 20557
110; 20568; 20568
110; 20580; 20580
110; 20591; 20591
110; 20602; 20602
110; 20614; 20613
110; 20625; 20625
110; 20636; 20636
110; 20648; 20647
110; 20659; 20659
110; 20670; 20670
110; 20682; 20681
110; 20693; 20693
110; 20704; 20704
110; 20715; 20715
110; 20727; 20726
110; 20738; 20738
110; 20749; 20749
110; 20761; 20760
110; 20772; 20772
110; 20783; 20783
110; 20795; 20794
110; 20806; 20806
110; 20817; 20817
110; 20828; 20828
110; 20840; 20840
110; 20851; 20851
110; 20862; 20862
110; 20874; 20873
110; 20885; 20885
110; 20896; 20896
110; 20907; 20907
110; 20919; 20919
110; 20930; 20930
110; 20941; 20941
110; 20953; 20953
110; 20964; 20964
110; 20975; 20975
110; 20987; 20986
110; 20998; 20998
110; 21009; 21009
110; 21021; 21020
110; 21032; 21032
110; 21043; 21043
110; 21054; 21054
110; 21066; 21066
110; 21077; 21077
110; 21088; 21088
110; 21100; 21099
110; 21111; 21111
110; 21122; 21122
110; 21134; 21133
110; 21145; 21145
110; 21156; 21156
110; 21167; 21167
110; 21179; 21179
110; 21190; 21190
110; 21201; 21201
110; 21213; 21212
110; 21224; 21224
110; 21235; 21235
110; 21247; 21246
110; 21258; 21258
110; 21269; 21269
110; 21280; 21280
110; 21292; 21292
110; 21303; 21303
110; 21315; 21314
110; 21326; 21326
110; 21337; 21337
110; 21348; 21348
110; 21360; 21360
110; 21371; 21371
110; 21383; 21382
110; 21394; 21394
110; 21405; 21405
110; 21416; 21416
110; 21428; 21428
110; 21439; 21439
110; 21450; 21450
110; 21462; 21462
110; 21473; 21473
110; 21484; 21484
110; 21496; 21496
110; 21507; 21507
110; 21518; 21518
110; 21530; 21530
110; 21541; 21541
110; 21552; 21552
110; 21564; 21564
110; 21575; 21575
110; 21586; 21586
110; 21598; 21597
110; 21609; 21609
110; 21620; 21620
110; 21632; 21631
110; 21643; 21643
110; 21654; 21654
110; 21666; 21665
110; 21677; 21677
110; 21688; 21688
110; 21700; 21699
110; 21711; 21711
110; 21722; 21722
110; 21734; 21733
110; 21745; 21745
110; 21756; 21756
110; 21768; 21767
110; 21779; 21779
110; 21790; 21790
110; 21802; 21801
110; 21813; 21813
110; 21824; 21824
110; 21836; 21835
110; 21847; 21847
110; 21858; 21858
110; 21870; 21869
110; 21881; 21881
110; 21892; 21892
110; 21903; 21903
110; 21915; 21915
110; 21926; 21926
110; 21937; 21937
110; 21949; 21949
110; 21960; 21960
110; 21971; 21971
110; 21983; 21983
110; 21994; 21994
110; 22005; 22005
110; 22017; 22017
110; 22028; 22028
110; 22039; 22039
110; 22051; 22051
110; 22062; 22062
110; 22073; 22073
110; 22085; 22085
110; 22096; 22096
110; 22107; 22107
110; 22119; 22119
110; 22130; 22130
110; 22141; 22141
110; 22153; 22153
110; 22164; 22164
110; 22175; 22175
110; 22187; 22186
110; 22198; 22198
110; 22209; 22209
110; 22221; 22220
110; 22232; 22232
110; 22243; 22243
110; 22255; 22254
110; 22266; 22266
110; 22277; 22277
110; 22289; 22288
110; 22300; 22300
110; 22311; 22311
110; 22323; 22322
110; 22334; 22334
110; 22345; 22345
110; 22357; 22356
110; 22368; 22368
110; 22379; 22379
110; 22391; 22390
110; 22402; 22402
110; 22413; 22413
110; 22425; 22424
110; 22436; 22436
110; 22447; 22447
110; 22459; 22458
110; 22470; 22470
110; 22481; 22481
110; 22493; 22492
110; 22504; 22504
110; 22515; 22515
110; 22526; 22526
110; 22538; 22538
110; 22549; 22549
110; 22560; 22560
110; 22572; 22572
110; 22583; 22583
110; 22594; 22594
110; 22606; 22606
110; 22617; 22617
110; 22628; 22628
110; 22640; 22640
110; 22651; 22651
110; 22663; 22662
110; 22674; 22674
110; 22685; 22685
110; 22696; 22696
110; 22708; 22708
110; 22719; 22719
110; 22730; 22730
110; 22742; 22742
110; 22753; 22753
110; 22764; 22764
110; 22776; 22776
110; 22787; 22787
110; 22798; 22798
110; 22810; 22810
110; 22821; 22821
110; 22832; 22832
110; 22844; 22844
110; 22855; 22855
110; 22866; 22866
110; 22878; 22878
110; 22889; 22889
110; 22900; 22900
110; 22912; 22911
110; 22923; 22923
110; 22934; 22934
110; 22946; 22946
110; 22957; 22957
110; 22968; 22968
110; 22980; 22980
110; 22991; 22991
110; 23002; 23002
110; 23014; 23014
110; 23025; 23025
110; 23036; 23036
110; 23048; 23048
110; 23059; 23059
110; 23070; 23070
110; 23082; 23082
110; 23093; 23093
110; 23104; 23104
110; 23116; 23116
110; 23127; 23127
110; 23138; 23138
110; 23150; 23150
110; 23161; 23161
110; 23172; 23172
110; 23184; 23183
110; 23195; 23195
110; 23206; 23206
110; 23218; 23218
110; 23229; 23229
110; 23240; 23240
110; 23252; 23252
110; 23263; 23263
110; 23274; 23274
110; 23286; 23286
110; 23297; 23297
110; 23308; 23308
110; 23320; 23320
110; 23331; 23331
110; 23342; 23342
110; 23354; 23354
110; 23365; 23365
110; 23376; 23376
110; 23388; 23388
110; 23399; 23399
110; 23410; 23410
110; 23422; 23422
110; 23433; 23433
110; 23444; 23444
110; 23456; 23456
110; 23467; 23467
110; 23479; 23478
110; 23490; 23490
110; 23501; 23501
110; 23513; 23512
110; 23524; 23524
110; 23535; 23535
110; 23547; 23546
110; 23558; 23558
110; 23569; 23569
110; 23581; 23580
110; 23592; 23592
110; 23603; 23603
110; 23614; 23614
110; 23626; 23626
110; 23637; 23637
110; 23648; 23648
110; 23660; 23660
110; 23671; 23671
110; 23683; 23682
110; 23694; 23694
110; 23705; 23705
110; 23717; 23716
110; 23728; 23728
110; 23739; 23739
110; 23751; 23750
110; 23762; 23762
110; 23773; 23773
110; 23785; 23784
110; 23796; 23796
110; 23807; 23807
110; 23819; 23818
110; 23830; 23830
110; 23841; 23841
110; 23853; 23852
110; 23864; 23864
110; 23875; 23875
110; 23887; 23886
110; 23898; 23898
110; 23909; 23909
110; 23921; 23920
110; 23932; 23932
110; 23943; 23943
110; 23955; 23954
110; 23966; 23966
110; 23977; 23977
110; 23989; 23988
110; 24000; 24000
110; 24011; 24011
110; 24023; 24023
110; 24034; 24034
110; 24045; 24045
110; 24057; 24057
110; 24068; 24068
110; 24079; 24079
110; 24091; 24091
110; 24102; 24102
110; 24113; 24113
110; 24125; 24125
110; 24136; 24136
110; 24147; 24147
110; 24159; 24159
110; 24170; 24170
110; 24181; 24181
110; 24193; 24193
110; 24204; 24204
110; 24215; 24215
110; 24227; 24227
110; 24238; 24238
110; 24249; 24249
110; 24261; 24261
110; 24272; 24272
110; 24283; 24283
110; 24295; 24295
110; 24306; 24306
110; 24317; 24317
110; 24329; 24329
110; 24340; 24340
110; 24351; 24351
110; 24363; 24363
110; 24374; 24374
110; 24385; 24385
110; 24397; 24397
110; 24408; 24408
110; 24419; 24419
110; 24431; 24431
110; 24442; 24442
110; 24453; 24453
110; 24465; 24465
110; 24476; 24476
110; 24487; 24487
110; 24499; 24499
110; 24510; 24510
110; 24521; 24521
110; 24533; 24533
110; 24544; 24544
110; 24555; 24555
110; 24567; 24567
110; 24578; 24578
110; 24590; 24589
110; 24601; 24601
110; 24612; 24612
110; 24623; 24623
110; 24635; 24635
110; 24646; 24646
110; 24657; 24657
110; 24669; 24669
110; 24680; 24680
110; 24692; 24691
110; 24703; 24703
110; 24714; 24714
110; 24725; 24725
110; 24737; 24737
110; 24748; 24748
110; 24760; 24759
110; 24771; 24771
110; 24782; 24782
110; 24794; 24793
110; 24805; 24805
110; 24816; 24816
110; 24828; 24827
110; 24839; 24839
110; 24850; 24850
110; 24862; 24861
110; 24873; 24873
110; 24884; 24884
110; 24896; 24895
110; 24907; 24907
110; 24918; 24918
110; 24929; 24929
110; 24941; 24941
110; 24952; 24952
110; 24964; 24963
110; 24975; 24975
110; 24986; 24986
110; 24998; 24997
110; 25009; 25009
110; 25020; 25020
110; 25032; 25031
110; 25043; 25043
110; 25054; 25054
110; 25066; 25065
110; 25077; 25077
110; 25088; 25088
110; 25100; 25099
110; 25111; 25111
110; 25122; 25122
110; 25134; 25133
110; 25145; 25145
110; 25156; 25156
110; 25168; 25167
110; 25179; 25179
110; 25190; 25190
110; 25201; 25201
110; 25213; 25213
110; 25224; 25224
110; 25236; 25235
110; 25247; 25247
110; 25258; 25258
110; 25270; 25269
110; 25281; 25281
110; 25292; 25292
110; 25304; 25303
110; 25315; 25315
110; 25326; 25326
110; 25338; 25337
110; 25349; 25349
110; 25360; 25360
110; 25372; 25371
110; 25383; 25383
110; 25394; 25394
110; 25406; 25405
110; 25417; 25417
110; 25428; 25428
110; 25440; 25439
110; 25451; 25451
110; 25462; 25462
110; 25474; 25473
110; 25485; 25485
110; 25496; 25496
110; 25508; 25507
110; 25519; 25519
110; 25530; 25530
110; 25542; 25541
110; 25553; 25553
110; 25564; 25564
110; 25576; 25575
110; 25587; 25587
110; 25598; 25598
110; 25610; 25609
110; 25621; 25621
110; 25632; 25632
110; 25644; 25643
110; 25655; 25655
110; 25666; 25666
110; 25678; 25677
110; 25689; 25689
110; 25700; 25700
110; 25712; 25711
110; 25723; 25723
110; 25734; 25734
110; 25746; 25745
110; 25757; 25757
110; 25768; 25768
110; 25780; 25780
110; 25791; 25791
110; 25802; 25802
110; 25814; 25814
110; 25825; 25825
110; 25836; 25836
110; 25848; 25848
110; 25859; 25859
110; 25871; 25870
110; 25882; 25882
110; 25893; 25893
110; 25905; 25904
110; 25916; 25916
110; 25927; 25927
110; 25939; 25938
110; 25950; 25950
110; 25961; 25961
110; 25973; 25972
110; 25984; 25984
110; 25995; 25995
110; 26007; 26006
110; 26018; 26018
110; 26029; 26029
110; 26041; 26040
110; 26052; 26052
110; 26063; 26063
110; 26075; 26074
110; 26086; 26086
110; 26097; 26097
110; 26109; 26108
110; 26120; 26120
110; 26131; 26131
110; 26143; 26142
110; 26154; 26154
110; 26165; 26165
110; 26177; 26176
110; 26188; 26188
110; 26199; 26199
110; 26211; 26211
110; 26222; 26222
110; 26233; 26233
110; 26245; 26245
110; 26256; 26256
110; 26267; 26267
110; 26279; 26278
110; 26290; 26290
110; 26301; 26301
110; 26313; 26313
110; 26324; 26324
110; 26335; 26335
110; 26347; 26347
110; 26358; 26358
110; 26369; 26369
110; 26381; 26381
110; 26392; 26392
110; 26403; 26403
110; 26415; 26415
110; 26426; 26426
110; 26437; 26437
110; 26449; 26449
110; 26460; 26460
110; 26471; 26471
110; 26483; 26483
110; 26494; 26494
110; 26506; 26505
110; 26517; 26517
110; 26528; 26528
110; 26539; 26539
110; 26551; 26551
110; 26562; 26562
110; 26573; 26573
110; 26585; 26585
110; 26596; 26596
110; 26607; 26607
110; 26619; 26619
110; 26630; 26630
110; 26641; 26641
110; 26653; 26653
110; 26664; 26664
110; 26676; 26675
110; 26687; 26687
110; 26698; 26698
110; 26710; 26709
110; 26721; 26721
110; 26732; 26732
110; 26744; 26743
110; 26755; 26755
110; 26766; 26766
110; 26778; 26777
110; 26789; 26789
110; 26800; 26800
110; 26812; 26811
110; 26823; 26823
110; 26834; 26834
110; 26846; 26845
110; 26857; 26857
110; 26868; 26868
110; 26880; 26879
110; 26891; 26891
110; 26902; 26902
110; 26914; 26913
110; 26925; 26925
110; 26936; 26936
110; 26948; 26947
110; 26959; 26959
110; 26970; 26970
110; 26982; 26981
110; 26993; 26993
110; 27004; 27004
110; 27016; 27015
110; 27027; 27027
110; 27038; 27038
110; 27050; 27049
110; 27061; 27061
110; 27072; 27072
110; 27084; 27083
110; 27095; 27095
110; 27106; 27106
110; 27118; 27117
110; 27129; 27129
110; 27140; 27140
110; 27152; 27151
110; 27163; 27163
110; 27174; 27174
110; 27186; 27185
110; 27197; 27197
110; 27208; 27208
110; 27220; 27220
110; 27231; 27231
110; 27242; 27242
110; 27254; 27254
110; 27265; 27265
110; 27276; 27276
110; 27288; 27288
110; 27299; 27299
110; 27310; 27310
110; 27322; 27322
110; 27333; 27333
110; 27344; 27344
110; 27356; 27356
110; 27367; 27367
110; 27378; 27378
110; 27390; 27390
110; 27401; 27401
110; 27412; 27412
110; 27424; 27424
110; 27435; 27435
110; 27446; 27446
110; 27458; 27458
110; 27469; 27469
110; 27481; 27480
110; 27492; 27492
110; 27503; 27503
110; 27515; 27514
110; 27526; 27526
110; 27537; 27537
110; 27548; 27548
110; 27560; 27560
110; 27571; 27571
110; 27583; 27582
110; 27594; 27594
110; 27605; 27605
110; 27617; 27616
110; 27628; 27628
110; 27639; 27639
110; 27651; 27650
110; 27662; 27662
110; 27673; 27673
110; 27685; 27684
110; 27696; 27696
110; 27707; 27707
110; 27719; 27718
110; 27730; 27730
110; 27741; 27741
110; 27753; 27752
110; 27764; 27764
110; 27775; 27775
110; 27787; 27786
110; 27798; 27798
110; 27809; 27809
110; 27821; 27820
110; 27832; 27832
110; 27843; 27843
110; 27855; 27855
110; 27866; 27866
110; 27877; 27877
110; 27889; 27888
110; 27900; 27900
110; 27911; 27911
110; 27923; 27922
110; 27934; 27934
110; 27945; 27945
110; 27957; 27957
110; 27968; 27968
110; 27979; 27979
110; 27991; 27991
110; 28002; 28002
110; 28013; 28013
110; 28025; 28025
110; 28036; 28036
110; 28047; 28047
110; 28059; 28059
110; 28070; 28070
110; 28081; 28081
110; 28093; 28093
110; 28104; 28104
110; 28115; 28115
110; 28127; 28127
110; 28138; 28138
110; 28149; 28149
110; 28161; 28161
110; 28172; 28172
110; 28183; 28183
110; 28195; 28195
110; 28206; 28206
110; 28218; 28217
110; 28229; 28229
110; 28240; 28240
110; 28251; 28251
110; 28263; 28263
110; 28274; 28274
110; 28285; 28285
110; 28297; 28297
110; 28308; 28308
110; 28320; 28319
110; 28331; 28331
110; 28342; 28342
110; 28354; 28353
110; 28365; 28365
110; 28376; 28376
110; 28388; 28387
110; 28399; 28399
110; 28410; 28410
110; 28422; 28421
110; 28433; 28433
110; 28444; 28444
110; 28456; 28455
110; 28467; 28467
110; 28478; 28478
110; 28490; 28489
110; 28501; 28501
110; 28512; 28512
110; 28524; 28523
110; 28535; 28535
110; 28546; 28546
110; 28558; 28557
110; 28569; 28569
110; 28580; 28580
110; 28592; 28591
110; 28603; 28603
110; 28614; 28614
110; 28627; 28625
110; 28638; 28637
110; 28649; 28648
110; 28661; 28659
110; 28672; 28671
110; 28683; 28682
110; 28695; 28693
110; 28706; 28705
110; 28717; 28716
110; 28729; 28727
110; 28740; 28739
110; 28751; 28750
110; 28763; 28761
110; 28774; 28773
110; 28785; 28784
110; 28797; 28795
110; 28808; 28807
110; 28819; 28818
110; 28831; 28829
110; 28842; 28841
110; 28853; 28852
110; 28865; 28863
110; 28876; 28875
110; 28887; 28886
110; 28899; 28897
110; 28910; 28909
110; 28921; 28920
110; 28933; 28931
110; 28944; 28943
110; 28955; 28954
110; 28967; 28965
110; 28978; 28977
110; 28989; 28988
110; 29001; 28999
110; 29012; 29011
110; 29023; 29022
110; 29035; 29033
110; 29046; 29045
110; 29057; 29056
110; 29069; 29067
110; 29080; 29079
110; 29091; 29090
110; 29103; 29101
110; 29114; 29113
110; 29125; 29124
110; 29137; 29135
110; 29148; 29147
110; 29159; 29158
110; 29170; 29169
110; 29182; 29181
110; 29193; 29192
110; 29205; 29203
110; 29216; 29215
110; 29227; 29226
110; 29239; 29237
110; 29250; 29249
110; 29261; 29260
110; 29273; 29271
110; 29284; 29283
110; 29295; 29294
110; 29307; 29305
110; 29318; 29317
110; 29329; 29328
110; 29341; 29339
110; 29352; 29351
110; 29363; 29362
110; 29374; 29373
110; 29386; 29385
110; 29397; 29396
110; 29408; 29407
110; 29420; 29419
110; 29431; 29430
110; 29442; 29441
110; 29454; 29453
110; 29465; 29464
110; 29476; 29475
110; 29488; 29487
110; 29499; 29498
110; 29510; 29509
110; 29522; 29521
110; 29533; 29532
110; 29544; 29543
110; 29556; 29555
110; 29567; 29566
110; 29578; 29577
110; 29590; 29589
110; 29601; 29600
110; 29612; 29611
110; 29624; 29623
110; 29635; 29634
110; 29646; 29645
110; 29658; 29657
110; 29669; 29668
110; 29680; 29679
110; 29692; 29691
110; 29703; 29702
110; 29714; 29713
110; 29726; 29725
110; 29737; 29736
110; 29748; 29747
110; 29760; 29759
110; 29771; 29770
110; 29782; 29781
110; 29794; 29792
110; 29805; 29804
110; 29816; 29815
110; 29828; 29826
110; 29839; 29838
110; 29850; 29849
110; 29862; 29861
110; 29873; 29872
110; 29884; 29883
110; 29896; 29895
110; 29907; 29906
110; 29918; 29917
110; 29930; 29929
110; 29941; 29940
110; 29952; 29951
110; 29964; 29963
110; 29975; 29974
110; 29986; 29985
110; 29998; 29996
140; 30009; 30008
140; 30020; 30019
140; 30032; 30031
140; 30044; 30043
140; 30056; 30055
140; 30069; 30068
140; 30082; 30080
140; 30094; 30093
140; 30107; 30106
140; 30121; 30119
140; 30134; 30133
140; 30147; 30146
140; 30160; 30159
140; 30174; 30173
140; 30188; 30186
140; 30201; 30200
140; 30215; 30214
140; 30229; 30228
140; 30243; 30241
140; 30257; 30255
140; 30271; 30269
140; 30285; 30283
140; 30299; 30297
140; 30313; 30311
140; 30327; 30325
140; 30341; 30339
140; 30355; 30354
140; 30369; 30368
140; 30383; 30382
140; 30397; 30396
140; 30411; 30410
140; 30426; 30424
140; 30440; 30439
140; 30454; 30453
140; 30468; 30467
140; 30482; 30481
140; 30497; 30495
140; 30511; 30510
140; 30525; 30524
140; 30539; 30538
140; 30554; 30552
140; 30568; 30567
140; 30582; 30581
140; 30596; 30595
140; 30611; 30610
140; 30625; 30624
140; 30639; 30638
140; 30654; 30652
140; 30668; 30667
140; 30682; 30681
140; 30696; 30695
140; 30711; 30709
140; 30725; 30724
140; 30739; 30738
140; 30754; 30752
140; 30768; 30767
140; 30782; 30781
140; 30796; 30795
140; 30811; 30810
140; 30825; 30824
140; 30839; 30838
140; 30854; 30852
140; 30868; 30867
140; 30882; 30881
140; 30896; 30895
140; 30911; 30910
140; 30925; 30924
140; 30939; 30938
140; 30954; 30952
140; 30968; 30967
140; 30982; 30981
140; 30996; 30995
140; 31011; 31010
140; 31025; 31024
140; 31039; 31038
140; 31054; 31052
140; 31068; 31067
140; 31082; 31081
140; 31097; 31095
140; 31111; 31110
140; 31125; 31124
140; 31139; 31138
140; 31154; 31153
140; 31168; 31167
140; 31182; 31181
140; 31197; 31195
140; 31211; 31210
140; 31225; 31224
140; 31239; 31238
140; 31254; 31253
140; 31268; 31267
140; 31282; 31281
140; 31297; 31295
140; 31311; 31310
140; 31325; 31324
140; 31340; 31338
140; 31354; 31353
140; 31368; 31367
140; 31382; 31381
140; 31397; 31396
140; 31411; 31410
140; 31425; 31424
140; 31440; 31438
140; 31454; 31453
140; 31468; 31467
140; 31483; 31481
140; 31497; 31496
140; 31511; 31510
140; 31525; 31524
140; 31540; 31539
140; 31554; 31553
140; 31568; 31567
140; 31583; 31581
140; 31597; 31596
140; 31611; 31610
140; 31626; 31624
140; 31640; 31639
140; 31654; 31653
140; 31668; 31667
140; 31683; 31681
140; 31697; 31696
140; 31711; 31710
140; 31726; 31724
140; 31740; 31739
140; 31754; 31753
140; 31769; 31767
140; 31783; 31782
140; 31797; 31796
140; 31811; 31810
140; 31826; 31825
140; 31840; 31839
140; 31854; 31853
140; 31869; 31867
140; 31883; 31882
140; 31897; 31896
140; 31912; 31910
140; 31926; 31925
140; 31940; 31939
140; 31955; 31953
140; 31969; 31968
140; 31983; 31982
140; 31997; 31996
140; 32012; 32011
140; 32026; 32025
140; 32040; 32039
140; 32055; 32053
140; 32069; 32068
140; 32083; 32082
140; 32098; 32096
140; 32112; 32111
140; 32126; 32125
140; 32140; 32139
140; 32155; 32154
140; 32169; 32168
140; 32183; 32182
140; 32198; 32197
140; 32212; 32211
140; 32226; 32225
140; 32241; 32239
140; 32255; 32254
140; 32269; 32268
140; 32284; 32282
140; 32298; 32297
140; 32312; 32311
140; 32327; 32325
140; 32341; 32340
140; 32355; 32354
140; 32369; 32368
140; 32384; 32383
140; 32398; 32397
140; 32412; 32411
140; 32427; 32426
140; 32441; 32440
140; 32455; 32454
140; 32470; 32468
140; 32484; 32483
140; 32498; 32497
140; 32513; 32511
140; 32527; 32526
140; 32541; 32540
140; 32556; 32554
140; 32570; 32569
140; 32584; 32583
140; 32598; 32597
140; 32613; 32612
140; 32627; 32626
140; 32641; 32640
140; 32656; 32655
140; 32670; 32669
140; 32684; 32683
140; 32699; 32698
140; 32713; 32712
140; 32727; 32726
140; 32742; 32741
140; 32756; 32755
140; 32770; 32769
140; 32785; 32783
140; 32799; 32798
140; 32813; 32812
140; 32828; 32826
140; 32842; 32841
140; 32856; 32855
140; 32871; 32869
140; 32885; 32884
140; 32899; 32898
140; 32913; 32912
140; 32928; 32927
140; 32942; 32941
140; 32956; 32955
140; 32971; 32970
140; 32985; 32984
140; 32999; 32998
140; 33014; 33013
140; 33028; 33027
140; 33042; 33041
140; 33057; 33055
140; 33071; 33070
140; 33085; 33084
140; 33100; 33098
140; 33114; 33113
140; 33128; 33127
140; 33143; 33141
140; 33157; 33156
140; 33171; 33170
140; 33185; 33184
140; 33200; 33199
140; 33214; 33213
140; 33228; 33227
140; 33243; 33242
140; 33257; 33256
140; 33271; 33270
140; 33286; 33285
140; 33300; 33299
140; 33314; 33313
140; 33329; 33327
140; 33343; 33342
140; 33357; 33356
140; 33372; 33370
140; 33386; 33385
140; 33400; 33399
140; 33415; 33413
140; 33429; 33428
140; 33443; 33442
140; 33458; 33456
140; 33472; 33471
140; 33486; 33485
140; 33500; 33499
140; 33515; 33514
140; 33529; 33528
140; 33543; 33542
140; 33558; 33557
140; 33572; 33571
140; 33586; 33585
140; 33601; 33599
140; 33615; 33614
140; 33629; 33628
140; 33644; 33642
140; 33658; 33657
140; 33672; 33671
140; 33687; 33685
140; 33701; 33700
140; 33715; 33714
140; 33729; 33728
140; 33744; 33743
140; 33758; 33757
140; 33772; 33771
140; 33787; 33786
140; 33801; 33800
140; 33815; 33814
140; 33830; 33828
140; 33844; 33843
140; 33858; 33857
140; 33873; 33871
140; 33887; 33886
140; 33901; 33900
140; 33916; 33914
140; 33930; 33929
140; 33944; 33943
140; 33959; 33957
140; 33973; 33972
140; 33987; 33986
140; 34002; 34000
140; 34016; 34015
140; 34030; 34029
140; 34044; 34043
140; 34059; 34058
140; 34073; 34072
140; 34087; 34086
140; 34102; 34100
140; 34116; 34115
140; 34130; 34129
140; 34145; 34143
140; 34159; 34158
140; 34173; 34172
140; 34188; 34186
140; 34202; 34201
140; 34216; 34215
140; 34231; 34229
140; 34245; 34244
140; 34259; 34258
140; 34274; 34272
140; 34288; 34287
140; 34302; 34301
140; 34316; 34315
140; 34331; 34330
140; 34345; 34344
140; 34359; 34358
140; 34374; 34373
140; 34388; 34387
140; 34402; 34401
140; 34417; 34416
140; 34431; 34430
140; 34445; 34444
140; 34460; 34459
140; 34474; 34473
140; 34488; 34487
140; 34503; 34501
140; 34517; 34516
140; 34531; 34530
140; 34546; 34544
140; 34560; 34559
140; 34574; 34573
